chat_row,text_message,Tokens,Adjusted_Tokens,Sentiment,Positive_Count,Negative_Count,Sentiment_TextBlob
599,i happy my nutrition session today!,"['happy', 'nutrition', 'session', 'today', '!']","['happy', 'nutrition', 'session', 'today', '!']",Positive,1,0,Positive
600,today was the worst day for my stamina. I feel so sad about it.,"['today', 'worst', 'day', 'stamina', '.', 'feel', 'sad', '.']","['today', 'worst', 'day', 'stamina', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
601,i positive my bodyweight exercises session today!,"['positive', 'bodyweight', 'exercises', 'session', 'today', '!']","['positive', 'bodyweight', 'exercises', 'session', 'today', '!']",Positive,1,0,Positive
602,i happy my minerals session today!,"['happy', 'minerals', 'session', 'today', '!']","['happy', 'minerals', 'session', 'today', '!']",Positive,1,0,Positive
603,today was the disappointing day for my recovery. I feel so poor about it.,"['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'poor', '.']","['today', 'disappointing', 'day', 'recovery', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
604,i good my diet session today!,"['good', 'diet', 'session', 'today', '!']","['good', 'diet', 'session', 'today', '!']",Positive,1,0,Positive
605,today was the disappointing day for my strength. I feel so negative about it.,"['today', 'disappointing', 'day', 'strength', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'strength', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
606,i fantastic my low-sodium session today!,"['fantastic', 'low-sodium', 'session', 'today', '!']","['fantastic', 'low-sodium', 'session', 'today', '!']",Positive,1,0,Positive
607,today was the negative day for my bodybuilding. I feel so sad about it.,"['today', 'negative', 'day', 'bodybuilding', '.', 'feel', 'sad', '.']","['today', 'negative', 'day', 'bodybuilding', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
608,today was the negative day for my calories. I feel so bad about it.,"['today', 'negative', 'day', 'calories', '.', 'feel', 'bad', '.']","['today', 'negative', 'day', 'calories', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
609,i fantastic my detox session today! It really made a difference in my push-up!,"['fantastic', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']","['fantastic', 'detox', 'session', 'today', '!', 'really', 'made', 'difference', 'push-up', '!']",Positive,1,0,Positive
610,i positive my health session today! It really made a difference in my flexibility!,"['positive', 'health', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']","['positive', 'health', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']",Positive,1,0,Positive
611,today was the disappointing day for my calorie deficit. I feel so disappointing about it.,"['today', 'disappointing', 'day', 'calorie', 'deficit', '.', 'feel', 'disappointing', '.']","['today', 'disappointing', 'day', 'calorie', 'deficit', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
612,i positive my nutrition labels session today!,"['positive', 'nutrition', 'labels', 'session', 'today', '!']","['positive', 'nutrition', 'labels', 'session', 'today', '!']",Positive,1,0,Positive
613,today was the bad day for my food pyramid. I feel so sad about it.,"['today', 'bad', 'day', 'food', 'pyramid', '.', 'feel', 'sad', '.']","['today', 'bad', 'day', 'food', 'pyramid', '.', 'feel', 'sad', '.']",Negative,0,2,Negative
614,i love my high-protein session today! It really made a difference in my fitness goals!,"['love', 'high-protein', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']","['love', 'high-protein', 'session', 'today', '!', 'really', 'made', 'difference', 'fitness', 'goals', '!']",Positive,1,0,Positive
615,today was the poor day for my proteins. I feel so poor about it.,"['today', 'poor', 'day', 'proteins', '.', 'feel', 'poor', '.']","['today', 'poor', 'day', 'proteins', '.', 'feel', 'poor', '.']",Negative,0,2,Negative
616,today was the poor day for my processed foods. I feel so disappointing about it.,"['today', 'poor', 'day', 'processed', 'foods', '.', 'feel', 'disappointing', '.']","['today', 'poor', 'day', 'processed', 'foods', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
617,i amazing my sugar-free session today! It really made a difference in my resistance training!,"['amazing', 'sugar-free', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']","['amazing', 'sugar-free', 'session', 'today', '!', 'really', 'made', 'difference', 'resistance', 'training', '!']",Positive,1,0,Positive
618,i fantastic my healthy eating session today! It really made a difference in my burpees!,"['fantastic', 'healthy', 'eating', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']","['fantastic', 'healthy', 'eating', 'session', 'today', '!', 'really', 'made', 'difference', 'burpees', '!']",Positive,1,0,Positive
619,today was the bad day for my personal trainer. I feel so negative about it.,"['today', 'bad', 'day', 'personal', 'trainer', '.', 'feel', 'negative', '.']","['today', 'bad', 'day', 'personal', 'trainer', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
620,today was the horrible day for my low-fat. I feel so disappointing about it.,"['today', 'horrible', 'day', 'low-fat', '.', 'feel', 'disappointing', '.']","['today', 'horrible', 'day', 'low-fat', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
621,today was the horrible day for my calorie surplus. I feel so hate about it.,"['today', 'horrible', 'day', 'calorie', 'surplus', '.', 'feel', 'hate', '.']","['today', 'horrible', 'day', 'calorie', 'surplus', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
622,today was the disappointing day for my food pyramid. I feel so negative about it.,"['today', 'disappointing', 'day', 'food', 'pyramid', '.', 'feel', 'negative', '.']","['today', 'disappointing', 'day', 'food', 'pyramid', '.', 'feel', 'negative', '.']",Negative,0,2,Negative
623,i positive my clean eating session today! It really made a difference in my motivation!,"['positive', 'clean', 'eating', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']","['positive', 'clean', 'eating', 'session', 'today', '!', 'really', 'made', 'difference', 'motivation', '!']",Positive,1,0,Positive
624,i excellent my calories session today!,"['excellent', 'calories', 'session', 'today', '!']","['excellent', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
625,i good my calories session today!,"['good', 'calories', 'session', 'today', '!']","['good', 'calories', 'session', 'today', '!']",Positive,1,0,Positive
626,i excellent my gym session today!,"['excellent', 'gym', 'session', 'today', '!']","['excellent', 'gym', 'session', 'today', '!']",Positive,1,0,Positive
627,i fantastic my squat session today!,"['fantastic', 'squat', 'session', 'today', '!']","['fantastic', 'squat', 'session', 'today', '!']",Positive,1,0,Positive
628,i positive my vitamins session today! It really made a difference in my recovery!,"['positive', 'vitamins', 'session', 'today', '!', 'really', 'made', 'difference', 'recovery', '!']","['positive', 'vitamins', 'session', 'today', '!', 'really', 'made', 'difference', 'recovery', '!']",Positive,1,0,Positive
629,today was the sad day for my plank. I feel so horrible about it.,"['today', 'sad', 'day', 'plank', '.', 'feel', 'horrible', '.']","['today', 'sad', 'day', 'plank', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
630,today was the worst day for my calories. I feel so horrible about it.,"['today', 'worst', 'day', 'calories', '.', 'feel', 'horrible', '.']","['today', 'worst', 'day', 'calories', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
631,today was the hate day for my intermittent fasting. I feel so worst about it.,"['today', 'hate', 'day', 'intermittent', 'fasting', '.', 'feel', 'worst', '.']","['today', 'hate', 'day', 'intermittent', 'fasting', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
632,i amazing my gluten-free session today! It really made a difference in my personal trainer!,"['amazing', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']","['amazing', 'gluten-free', 'session', 'today', '!', 'really', 'made', 'difference', 'personal', 'trainer', '!']",Positive,1,0,Positive
633,i happy my deadlift session today! It really made a difference in my strength!,"['happy', 'deadlift', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']","['happy', 'deadlift', 'session', 'today', '!', 'really', 'made', 'difference', 'strength', '!']",Positive,1,0,Positive
634,today was the worst day for my workout. I feel so horrible about it.,"['today', 'worst', 'day', 'workout', '.', 'feel', 'horrible', '.']","['today', 'worst', 'day', 'workout', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
635,i happy my squat session today! It really made a difference in my flexibility!,"['happy', 'squat', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']","['happy', 'squat', 'session', 'today', '!', 'really', 'made', 'difference', 'flexibility', '!']",Positive,1,0,Positive
636,today was the negative day for my personal trainer. I feel so horrible about it.,"['today', 'negative', 'day', 'personal', 'trainer', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'personal', 'trainer', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
637,today was the bad day for my intermittent fasting. I feel so disappointing about it.,"['today', 'bad', 'day', 'intermittent', 'fasting', '.', 'feel', 'disappointing', '.']","['today', 'bad', 'day', 'intermittent', 'fasting', '.', 'feel', 'disappointing', '.']",Negative,0,2,Negative
638,i fantastic my sports session today!,"['fantastic', 'sports', 'session', 'today', '!']","['fantastic', 'sports', 'session', 'today', '!']",Positive,1,0,Positive
639,i amazing my active lifestyle session today!,"['amazing', 'active', 'lifestyle', 'session', 'today', '!']","['amazing', 'active', 'lifestyle', 'session', 'today', '!']",Positive,1,0,Positive
640,today was the worst day for my resistance training. I feel so bad about it.,"['today', 'worst', 'day', 'resistance', 'training', '.', 'feel', 'bad', '.']","['today', 'worst', 'day', 'resistance', 'training', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
641,today was the negative day for my powerlifting. I feel so worst about it.,"['today', 'negative', 'day', 'powerlifting', '.', 'feel', 'worst', '.']","['today', 'negative', 'day', 'powerlifting', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
642,today was the sad day for my high-protein. I feel so hate about it.,"['today', 'sad', 'day', 'high-protein', '.', 'feel', 'hate', '.']","['today', 'sad', 'day', 'high-protein', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
643,today was the horrible day for my powerlifting. I feel so worst about it.,"['today', 'horrible', 'day', 'powerlifting', '.', 'feel', 'worst', '.']","['today', 'horrible', 'day', 'powerlifting', '.', 'feel', 'worst', '.']",Negative,0,2,Negative
644,i great my healthy snacks session today!,"['great', 'healthy', 'snacks', 'session', 'today', '!']","['great', 'healthy', 'snacks', 'session', 'today', '!']",Positive,1,0,Positive
645,today was the negative day for my squat. I feel so horrible about it.,"['today', 'negative', 'day', 'squat', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'squat', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
646,i good my meal plan session today!,"['good', 'meal', 'plan', 'session', 'today', '!']","['good', 'meal', 'plan', 'session', 'today', '!']",Positive,1,0,Positive
647,i great my muscle session today!,"['great', 'muscle', 'session', 'today', '!']","['great', 'muscle', 'session', 'today', '!']",Positive,1,0,Positive
648,today was the poor day for my workout. I feel so horrible about it.,"['today', 'poor', 'day', 'workout', '.', 'feel', 'horrible', '.']","['today', 'poor', 'day', 'workout', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
649,i amazing my deadlift session today! It really made a difference in my core!,"['amazing', 'deadlift', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']","['amazing', 'deadlift', 'session', 'today', '!', 'really', 'made', 'difference', 'core', '!']",Positive,1,0,Positive
650,today was the negative day for my fitness journey. I feel so horrible about it.,"['today', 'negative', 'day', 'fitness', 'journey', '.', 'feel', 'horrible', '.']","['today', 'negative', 'day', 'fitness', 'journey', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
651,today was the disappointing day for my bodybuilding. I feel so horrible about it.,"['today', 'disappointing', 'day', 'bodybuilding', '.', 'feel', 'horrible', '.']","['today', 'disappointing', 'day', 'bodybuilding', '.', 'feel', 'horrible', '.']",Negative,0,2,Negative
652,today was the negative day for my organic. I feel so bad about it.,"['today', 'negative', 'day', 'organic', '.', 'feel', 'bad', '.']","['today', 'negative', 'day', 'organic', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
653,i happy my meal prep session today! It really made a difference in my running!,"['happy', 'meal', 'prep', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']","['happy', 'meal', 'prep', 'session', 'today', '!', 'really', 'made', 'difference', 'running', '!']",Positive,1,0,Positive
654,today was the poor day for my workout. I feel so bad about it.,"['today', 'poor', 'day', 'workout', '.', 'feel', 'bad', '.']","['today', 'poor', 'day', 'workout', '.', 'feel', 'bad', '.']",Negative,0,2,Negative
655,today was the negative day for my bodyweight exercises. I feel so hate about it.,"['today', 'negative', 'day', 'bodyweight', 'exercises', '.', 'feel', 'hate', '.']","['today', 'negative', 'day', 'bodyweight', 'exercises', '.', 'feel', 'hate', '.']",Negative,0,2,Negative
656,i amazing my motivation session today! It really made a difference in my cycling!,"['amazing', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']","['amazing', 'motivation', 'session', 'today', '!', 'really', 'made', 'difference', 'cycling', '!']",Positive,1,0,Positive
657,i fantastic my meal prep session today!,"['fantastic', 'meal', 'prep', 'session', 'today', '!']","['fantastic', 'meal', 'prep', 'session', 'today', '!']",Positive,1,0,Positive
